,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8
0,-0.548282409910526,-0.13328308915355963,0.9685277528517854,0.7535732812359222,-0.7572709077036212,-0.22940230096390246,-1.6258910906763593,0.18359154002679764
1,-0.2540583531674869,-0.8797004420181146,-0.24723510798864914,-0.6254092487638644,-0.8173923506098413,-0.5901991656706583,-0.7726240888947998,0.47259933222405637
2,-0.06917366898868538,0.14650015033381678,-1.2579522071242957,-0.16107950650988584,-0.1394260205817775,0.06383224855358634,0.5721975638706253,0.1885137341032401
3,-0.35859395255997506,0.7582905255087312,-0.4938795430944215,1.1335539836437847,0.27275633662838844,0.7747463674374816,-0.6926555332565132,0.23476439227665932
4,-0.1348995517726677,0.7438083040873995,0.15025654471344516,1.4614416610836234,-0.010755250066052886,-0.014444590268872176,-0.28434957511370595,-0.6405719907321664
5,-0.2640670802141039,-0.7433427878518959,-0.49077114296320967,-1.0739947997156396,-0.7431353348149554,0.27155108790634763,-1.1354928547791716,0.6540552818478179
6,-0.0940759597567231,0.15570674230691453,-1.297946976766596,-0.18827229507331003,-0.13144708448241885,0.12151083981077346,0.5565651575346984,0.26200504734400415
7,-0.7335607948470787,-0.35491988179726336,0.6406453063902353,-2.008212920264776,1.4648300249470971,-1.4173493562374269,-0.7003878614101503,0.36134425278073956
8,-0.5021239911670716,-2.807823370584615,0.8318023685573643,0.029040468704444912,0.21825103601071005,1.3025030304590028,1.3400887365331215,0.041311223427617956
9,0.3427343644503406,-0.022196792890608184,-0.8118572111025311,0.15573287770152514,-0.12962927761147122,-0.5682264241887204,0.6013327777103731,-0.8681004675861032
10,-0.3158867137578845,0.7188123503894357,-0.274013910973078,1.3433464927138559,0.17798867640999452,0.33268538790545094,-0.47790495859593163,0.0008324571516615286
11,-0.2676160020688461,0.6929227269256623,-0.22786569515149072,1.3878956210247013,0.18613336992666743,0.24897961634823387,-0.4767063485834794,-0.1178661988166782
12,-1.7511747713333268,3.1098760551210414,5.167853296818557,-1.3965637356271932,-5.628564202808448,1.1445657194803986,2.370416972446125,-1.0390377899843528
13,3.6316954540391055,-0.026524952823293976,1.2314245806176995,-0.0027173701157917124,0.46704579446824296,-0.2568782943628625,-0.07939771591849075,-0.1444099756521814
14,0.37554530453121887,-0.050781961135365,-0.6967037260243302,0.27215269466765835,-0.1701205106242948,-0.8080852204914173,0.7046142459812952,-1.0087687595525068
15,-1.1375977176938354,2.0526343709675476,1.5788243832293187,-0.6024440559157979,1.2759140957603075,-0.0798000196491297,0.5599051431112686,-0.2785155229801097
16,-0.5338674747411678,-0.34613497828418266,0.24791405342810544,-1.057870467120632,-1.5370341557214011,-0.16295405499607962,-0.2155437319923813,0.5632391257547884
17,-0.031962120735232795,-0.9486332271734734,-0.15072717363075797,-0.6088782588290288,-0.7346381109007367,-0.6060585855073568,-0.9354430043473817,0.005662169405756665
18,0.9166080772849884,0.062246013456972775,-0.6337995141324221,-0.37671844759988493,-0.009365199657391615,0.38831354707806354,-0.09965477632914177,-2.050481748337607
19,-0.42516105917609737,-0.7995864777218713,-0.48386595790480197,-0.8163353760490548,-0.7949993846390325,-0.20456723628718504,-0.8500205037001785,0.9479026196523803
20,-0.5779100908942104,-0.028382380915569515,1.0817608053724472,0.6585539199959037,-0.8964277112236329,-0.12951013775115097,-1.5355313016034429,0.1436635282180366
21,-0.2811898305611555,-0.838200113854177,-0.39869633965088475,-0.800284384605549,-0.7585124475626255,-0.23417900781783332,-0.9348053250231816,0.6280684720271162
22,-0.8064122385651744,-2.6794583780290124,0.542436847342963,-0.18155446895665672,0.18421776453231173,1.71164963271186,1.3608296094597396,0.7921393874700706
23,-0.9165395681951265,-0.2527331875083317,0.4692324403485249,-2.182402225934195,1.4296585073270383,-1.0927440283642946,-0.7040644989270597,0.8082931522186013
24,2.9352732681297113,0.4560379094755736,0.3266218508791345,-1.0451636788677736,0.4401022854373349,1.7310098367632578,-0.4482303413566419,1.730958832870087
25,-0.10887579248541393,0.20555490801057644,-1.2011019563927892,-0.19973413581546604,-0.22451966708296878,0.09252144394058524,0.6488844665944375,0.21293006229116074
26,-0.054059096203308246,-0.9620901184462084,-0.11980655787689855,-0.5391299984733692,-0.7572685049160399,-0.7428420807132344,-0.8582474531425895,0.024701955787217622
27,-0.1888737906726237,0.3788401283853693,-1.0010052823364006,-0.31951448509422514,-0.4773166608437187,0.1813168402295275,0.8580728320373253,0.19391769845046494
28,0.1181695702840975,0.6546720119632355,-0.13626710360614988,1.1966935764238589,0.33415995729448955,0.6252328503217542,-0.9070487717056426,-0.8821091219223225
29,4.585401012376965,0.922263594901388,0.6226318922150348,-3.1849069487142634,0.8022871480196505,5.601703295544849,-2.876761827478484,-1.5349930100052445
30,-0.44753790615833317,1.061993712728277,0.1272782401916723,1.0865588003254487,-0.31294537390105953,0.5458385668679114,-0.0970292256463754,-0.08917180142308365
31,-0.5336147262631812,0.9059793917378167,-0.3464744507697102,1.1071286376299485,0.020479414714734922,0.7071066624652665,-0.38460346322545685,0.42970649008326944
32,-0.07767725266311556,0.3417001863964501,-0.8647804720102924,-0.23850272439738962,-0.4888412922078425,0.011004989306734587,0.8772747926671922,-0.10374504997953056
